"","total_claim_amount","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"11076",628.58,0.5,"Maxi",26,3,"Yearly","No","Professional","78498","Yes",49,22,"F","F",30,4,5,1149,59,"Gasoline","RENAULT","TWINGO",11,5,151,"Tourism",10138,823
"11077",2204.46,0.5,"Maxi",16,5,"Yearly","No","WorkPrivate","54395","No",54,0,"M","",34,0,7,1896,105,"Diesel","VOLKSWAGEN","CADDY",7,6,166,"Tourism",17400,1426
"11078",-189.58,0.5,"Maxi",27,3,"Yearly","No","WorkPrivate","59350","No",66,0,"F","",44,0,3,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"11079",219.37,0.5,"Median2",21,4,"Monthly","No","Retired","66050","Yes",64,37,"F","F",44,19,11,1896,111,"Diesel","VOLKSWAGEN","GOLF",13,11,193,"Tourism",19301,1260
"11080",972.33,0.5,"Mini",14,1,"Yearly","No","WorkPrivate","72181","No",54,0,"M","",31,0,17,2155,96,"Diesel","MERCEDES BENZ","C220",18,12,175,"Tourism",24652,1385
"11081",1028.78,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","74220","No",60,0,"M","",37,0,1,1360,74,"Gasoline","CITROEN","C3",2,1,163,"Tourism",15800,1030
"11082",20.93,0.5,"Median2",10,4,"Biannual","No","WorkPrivate","74305","Yes",37,31,"M","F",19,11,8,1587,109,"Gasoline","PEUGEOT","307",10,8,190,"Tourism",20150,1193
"11083",909.89,0.8,"Maxi",17,5,"Biannual","No","Professional","29197","Yes",44,35,"M","F",19,14,12,1391,75,"Gasoline","VOLKSWAGEN","GOLF",12,9,171,"Tourism",15620,1189
"11084",-517.6,0.51,"Maxi",3,1,"Biannual","No","WorkPrivate","21231","No",34,0,"M","",15,0,1,1242,70,"Gasoline","FIAT","500",2,1,160,"Tourism",11900,865
"11085",1542.08,0.5,"Maxi",6,6,"Monthly","No","WorkPrivate","26034","Yes",55,41,"M","F",36,22,12,1998,109,"Diesel","PEUGEOT","406",13,8,191,"Tourism",21300,1485
"11086",178.12,0.62,"Maxi",16,1,"Yearly","No","Retired","69024","No",65,0,"F","",43,0,1,1399,68,"Diesel","CITROEN","NEMO",2,1,151,"Tourism",15490,1185
"11087",643.25,0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","74096","No",40,0,"M","",10,0,1,1461,111,"Diesel","RENAULT","MEGANE",1,1,190,"Tourism",24450,1215
"11088",100.36,0.64,"Maxi",6,3,"Biannual","No","WorkPrivate","06095","Yes",42,42,"F","M",8,10,3,1968,109,"Diesel","VOLKSWAGEN","GOLF",3,2,194,"Tourism",24310,1266
"11089",393.75,0.5,"Maxi",29,3,"Yearly","No","WorkPrivate","32418","No",73,0,"M","",38,0,14,2496,77,"Diesel","FORD","TRANSIT",17,12,129,"Commercial",18956,0
"11090",445.26,0.5,"Median2",23,1,"Biannual","No","Professional","67306","No",46,0,"F","",26,0,12,1753,90,"Diesel","FORD","MONDEO",13,11,176,"Tourism",18508,1340
"11091",-395.52,0.5,"Median1",26,6,"Biannual","No","Retired","16292","No",81,0,"M","",57,0,23,770,34,"Gasoline","FIAT","PANDA",25,24,125,"Commercial",5298,1125
"11092",2365.19,0.6,"Maxi",4,4,"Monthly","No","WorkPrivate","93064","No",35,0,"F","",10,0,11,1868,70,"Diesel","PEUGEOT","206",13,8,161,"Tourism",12750,1010
"11093",394.34,0.5,"Maxi",17,2,"Monthly","No","WorkPrivate","59484","Yes",46,51,"M","F",23,32,6,1910,101,"Diesel","FIAT","IDEA",7,5,179,"Tourism",17000,1275
"11094",473.39,0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","12199","Yes",47,20,"M","F",29,2,8,1896,101,"Diesel","VOLKSWAGEN","GOLF",11,7,188,"Tourism",19800,1260
"11095",411.5,0.58,"Maxi",21,2,"Biannual","No","Retired","56034","No",72,0,"F","",42,0,2,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"11096",-596.49,0.5,"Maxi",27,4,"Biannual","No","Retired","45274","No",64,0,"M","",46,0,4,1598,120,"Gasoline","PEUGEOT","207",4,1,195,"Tourism",19600,1260
"11097",1442.87,0.5,"Maxi",17,2,"Yearly","No","WorkPrivate","59179","No",47,0,"F","",29,0,2,1398,68,"Diesel","PEUGEOT","206",2,1,169,"Tourism",13350,967
"11098",2433.15,0.5,"Maxi",17,2,"Biannual","No","WorkPrivate","88484","No",37,0,"M","",17,0,10,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"11099",390.64,0.5,"Median2",26,1,"Biannual","No","WorkPrivate","25103","No",56,0,"M","",37,0,13,1769,60,"Diesel","CITROEN","BERLINGO",15,12,135,"Commercial",13183,1155
"11100",376.84,0.8,"Maxi",1,1,"Yearly","No","Professional","35093","No",29,0,"M","",11,0,6,2287,116,"Diesel","IVECO","DAILY",9,5,142,"Commercial",25714,0
"11101",408.61,0.5,"Maxi",6,1,"Biannual","No","WorkPrivate","54287","Yes",46,19,"M","F",28,1,4,1108,55,"Gasoline","FIAT","PANDA",8,5,150,"Tourism",9145,840
"11102",491.41,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","07293","Yes",37,34,"M","F",19,16,4,1870,131,"Diesel","RENAULT","MEGANE",5,3,200,"Tourism",24650,1250
"11103",106.14,0.5,"Maxi",21,1,"Yearly","No","WorkPrivate","82121","No",54,0,"F","",32,0,1,1560,93,"Diesel","CITROEN","DS3",1,1,180,"Tourism",19000,1080
"11104",304.51,0.5,"Maxi",6,6,"Yearly","No","Retired","75115","Yes",79,85,"M","F",53,41,12,1761,111,"Gasoline","CITROEN","XANTIA",15,13,192,"Tourism",18050,1234
"11105",454.17,0.5,"Maxi",4,2,"Yearly","No","WorkPrivate","61001","Yes",61,66,"M","F",41,47,2,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"11106",109.64,0.5,"Maxi",23,3,"Biannual","No","Professional","21617","No",58,0,"M","",39,0,3,1995,115,"Diesel","RENAULT","TRAFIC",4,4,160,"Commercial",25116,0
"11107",2683.76,0.72,"Maxi",8,2,"Biannual","No","WorkPrivate","75107","Yes",52,45,"F","M",33,27,3,1598,116,"Gasoline","MINI","MINI",10,5,200,"Tourism",18600,1125
"11108",577.22,0.5,"Median2",7,5,"Biannual","No","WorkPrivate","06088","No",47,0,"M","",28,0,8,1868,70,"Diesel","PEUGEOT","206",9,9,161,"Commercial",12558,1010
"11109",2003.1,0.5,"Maxi",4,4,"Yearly","No","Retired","13001","Yes",68,68,"M","F",47,50,5,1598,113,"Gasoline","RENAULT","SCENIC",8,6,185,"Tourism",20800,1320
"11110",3338.28,0.64,"Maxi",3,1,"Biannual","No","WorkPrivate","59488","No",29,0,"M","",9,0,3,1753,116,"Diesel","FORD","FOCUS",4,2,193,"Tourism",22200,1341
"11111",757.58,0.5,"Maxi",11,3,"Yearly","No","WorkPrivate","57049","No",57,0,"M","",39,0,4,2204,140,"Diesel","HONDA","CRV",4,2,187,"Tourism",33800,1612
"11112",-265.14,0.5,"Maxi",6,1,"Yearly","Yes","WorkPrivate","57283","No",52,0,"M","",32,0,7,1896,131,"Diesel","AUDI","A4",11,7,207,"Tourism",30190,1395
"11113",863.16,0.6,"Median1",5,1,"Monthly","No","WorkPrivate","57163","No",42,0,"M","",22,0,15,1896,90,"Diesel","VOLKSWAGEN","GOLF",16,13,172,"Tourism",25277,1150
"11114",3505.67,1,"Maxi",1,1,"Biannual","No","WorkPrivate","33449","No",20,0,"F","",1,0,7,1360,74,"Gasoline","CITROEN","C2",8,3,169,"Tourism",15000,987
"11115",468.98,0.59,"Maxi",7,1,"Monthly","No","WorkPrivate","77315","No",38,0,"F","",17,0,13,1390,75,"Gasoline","RENAULT","MEGANE",16,15,170,"Tourism",13309,1015
"11116",130.11,0.5,"Median2",9,9,"Monthly","No","WorkPrivate","42207","No",52,0,"F","",33,0,14,1289,68,"Gasoline","SKODA","FELICIA",16,13,150,"Tourism",9222,920
"11117",64.08,0.5,"Maxi",2,1,"Monthly","No","WorkPrivate","91223","No",47,0,"F","",27,0,2,1229,81,"Gasoline","OPEL","CORSA",5,4,168,"Tourism",11980,1043
"11118",233.76,0.5,"Maxi",4,2,"Yearly","No","WorkPrivate","15074","Yes",58,22,"M","F",40,3,4,1461,86,"Diesel","SUZUKI","JIMNY",5,1,145,"Tourism",14890,1145
"11119",988.27,0.5,"Maxi",32,4,"Biannual","No","Retired","29092","No",72,0,"F","",47,0,12,1994,86,"Diesel","ROVER","420",16,12,170,"Tourism",16465,1220
"11120",0.23,0.5,"Maxi",25,7,"Biannual","No","WorkPrivate","42022","No",53,0,"M","",32,0,7,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"11121",44.25,0.5,"Maxi",21,2,"Yearly","No","Retired","42186","No",85,0,"F","",41,0,2,1149,101,"Gasoline","RENAULT","MODUS",4,1,180,"Tourism",16450,1090
"11122",2079.4,0.5,"Maxi",3,1,"Biannual","No","WorkPrivate","51454","Yes",65,24,"M","M",30,6,9,2688,164,"Diesel","MERCEDES BENZ","ML270",12,6,185,"Tourism",46260,2045
"11123",607.48,0.5,"Maxi",17,4,"Biannual","No","WorkPrivate","67388","Yes",64,33,"M","M",35,15,8,2993,204,"Diesel","BMW","330",8,8,242,"Tourism",39200,1595
"11124",-825.1,0.5,"Maxi",25,1,"Yearly","No","Retired","66136","No",69,0,"M","",46,0,1,1399,68,"Diesel","FORD","FIESTA",3,1,162,"Tourism",15630,1011
"11125",277.79,0.64,"Maxi",3,2,"Monthly","No","WorkPrivate","35125","No",28,0,"F","",8,0,6,1398,68,"Diesel","CITROEN","C2",8,5,166,"Tourism",13300,996
"11126",911.54,0.5,"Maxi",4,4,"Yearly","No","WorkPrivate","92025","No",48,0,"M","",29,0,4,1998,170,"Gasoline","RENAULT","ESPACE",6,5,205,"Tourism",28950,1740
"11127",638.3,0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","77114","Yes",48,53,"F","M",25,34,9,1997,90,"Diesel","PEUGEOT","406",12,8,180,"Tourism",20100,1330
"11128",220.45,0.5,"Maxi",13,6,"Monthly","No","WorkPrivate","08122","No",33,0,"M","",14,0,7,1997,177,"Gasoline","PEUGEOT","307",8,6,220,"Tourism",28850,1460
"11129",-674.74,0.5,"Maxi",13,2,"Yearly","No","WorkPrivate","01053","No",37,0,"F","",14,0,11,1242,81,"Gasoline","FIAT","BRAVO",11,10,170,"Tourism",12578,1010
"11130",4416.77,0.76,"Maxi",2,2,"Monthly","No","WorkPrivate","67504","Yes",25,24,"F","M",6,6,3,1560,90,"Diesel","PEUGEOT","207",5,2,182,"Tourism",18750,1205
"11131",343.09,0.5,"Maxi",7,2,"Biannual","No","WorkPrivate","33063","Yes",54,24,"F","F",25,3,12,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"11132",1236,0.5,"Maxi",8,2,"Yearly","No","WorkPrivate","49007","No",58,0,"F","",37,0,5,1910,120,"Diesel","ALFA ROMEO","ALFA 147",6,4,195,"Tourism",21600,1310
"11133",1374.73,0.5,"Maxi",26,1,"Yearly","Yes","Retired","76545","No",81,0,"M","",60,0,11,1390,96,"Gasoline","RENAULT","SCENIC",12,10,173,"Tourism",16313,1260
"11134",-86.24,0.5,"Maxi",10,1,"Biannual","No","Retired","66225","No",63,0,"F","",38,0,7,1753,101,"Diesel","FORD","FOCUS",9,7,186,"Tourism",19200,1221
"11135",1240.89,0.5,"Median2",10,10,"Biannual","No","WorkPrivate","45027","No",52,0,"M","",29,0,19,1753,60,"Diesel","FORD","ESCORT",23,20,151,"Tourism",11655,960
"11136",63.51,0.62,"Maxi",9,1,"Biannual","No","WorkPrivate","69385","No",52,0,"F","",30,0,1,1598,75,"Diesel","VOLKSWAGEN","POLO",2,1,170,"Tourism",15780,1157
"11137",1236,0.8,"Maxi",4,2,"Monthly","No","WorkPrivate","42169","No",33,0,"F","",14,0,8,1870,120,"Diesel","RENAULT","MEGANE",9,6,196,"Tourism",22800,1270
"11138",405.66,0.5,"Maxi",16,2,"Monthly","No","Retired","71351","No",67,0,"F","",34,0,12,1596,101,"Gasoline","FORD","FOCUS",13,7,185,"Tourism",18300,1077
"11139",548.51,0.5,"Maxi",6,6,"Yearly","No","WorkPrivate","78073","No",45,0,"M","",22,0,6,1968,140,"Diesel","AUDI","A3",8,2,207,"Tourism",32460,1340
"11140",56.19,0.5,"Median2",4,1,"Yearly","Yes","WorkPrivate","75112","No",44,0,"M","",26,0,11,3960,184,"Gasoline","JEEP","CHEROKEE",11,10,180,"Commercial",25688,1520
"11141",602.65,0.5,"Maxi",6,1,"Yearly","No","Professional","59421","Yes",58,56,"M","F",40,37,1,2967,240,"Diesel","VOLKSWAGEN","TOUAREG",1,1,218,"Tourism",56190,2099
"11142",1292.78,0.68,"Maxi",2,1,"Yearly","No","WorkPrivate","68122","No",27,0,"M","",8,0,7,1870,120,"Diesel","RENAULT","MEGANE",8,6,194,"Tourism",22100,1310
"11143",-896.38,0.5,"Maxi",12,12,"Yearly","No","WorkPrivate","19096","No",59,0,"F","",35,0,13,1149,59,"Gasoline","RENAULT","KANGOO",13,11,140,"Tourism",11434,1020
"11144",226.49,0.51,"Maxi",7,3,"Yearly","No","WorkPrivate","55545","No",36,0,"M","",18,0,3,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"11145",1096.87,0.5,"Maxi",7,4,"Biannual","No","Professional","13022","No",37,0,"M","",19,0,4,1248,70,"Diesel","SUZUKI","SWIFT",6,3,165,"Tourism",14230,1045
"11146",184.99,0.5,"Maxi",26,5,"Monthly","No","WorkPrivate","64400","No",48,0,"M","",30,0,16,1905,93,"Diesel","PEUGEOT","306",18,15,180,"Tourism",17029,1120
"11147",2612.51,0.5,"Maxi",12,2,"Biannual","No","WorkPrivate","77065","No",48,0,"M","",29,0,2,1995,150,"Diesel","RENAULT","LAGUNA",3,2,210,"Tourism",32900,1486
"11148",2323.95,0.5,"Median2",4,4,"Yearly","No","WorkPrivate","75116","No",64,0,"M","",37,0,16,1124,60,"Gasoline","PEUGEOT","106",18,17,165,"Tourism",11587,790
"11149",1196.52,0.5,"Maxi",4,3,"Yearly","No","Retired","91247","No",70,0,"M","",51,0,3,2179,161,"Diesel","LAND ROVER","FREELANDER",5,1,181,"Tourism",42510,1815
"11150",232.23,0.5,"Maxi",4,4,"Biannual","No","WorkPrivate","59271","Yes",58,57,"M","F",38,9,16,954,45,"Gasoline","PEUGEOT","106",19,17,145,"Tourism",9818,850
"11151",107.36,0.5,"Maxi",7,2,"Yearly","No","WorkPrivate","35315","Yes",52,23,"M","F",33,4,8,1997,90,"Diesel","CITROEN","XSARA",10,6,175,"Tourism",22450,1300
"11152",788.32,0.5,"Maxi",3,3,"Biannual","No","Retired","14225","Yes",73,67,"M","F",49,41,9,1124,60,"Gasoline","PEUGEOT","206",11,8,158,"Tourism",11450,910
"11153",6710.14,0.5,"Maxi",4,4,"Yearly","No","WorkPrivate","83054","No",47,0,"M","",29,0,10,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",10500,845
"11154",2135.25,0.68,"Maxi",25,7,"Yearly","No","Retired","75112","No",75,0,"F","",47,0,7,1390,98,"Gasoline","RENAULT","CLIO",10,8,186,"Tourism",13750,980
"11155",532.83,0.5,"Maxi",12,1,"Monthly","No","Retired","64453","No",63,0,"F","",44,0,3,1461,106,"Diesel","RENAULT","SCENIC",6,5,178,"Tourism",24100,1365
"11156",368.11,0.5,"Maxi",25,1,"Monthly","Yes","Retired","85060","No",77,0,"F","",26,0,9,1360,74,"Gasoline","CITROEN","C3",9,9,162,"Tourism",12950,1095
"11157",-1113.98,0.5,"Maxi",3,3,"Monthly","No","WorkPrivate","40118","No",42,0,"M","",23,0,14,1896,90,"Diesel","FORD","GALAXY",16,11,160,"Tourism",26633,1650
"11158",2267.59,0.5,"Maxi",12,1,"Monthly","No","WorkPrivate","06155","No",46,0,"M","",28,0,1,1870,131,"Diesel","RENAULT","SCENIC",2,2,195,"Tourism",28900,1540
"11159",92559.35,0.5,"Maxi",24,3,"Biannual","No","Retired","32013","Yes",77,22,"F","M",55,111,10,1997,90,"Diesel","PEUGEOT","206",12,6,180,"Tourism",16200,1010
"11160",-612.28,0.5,"Maxi",8,3,"Yearly","No","WorkPrivate","91249","Yes",37,36,"M","F",18,18,4,1560,92,"Diesel","CITROEN","XSARA",6,5,183,"Tourism",20750,1320
"11161",467.95,0.51,"Median1",18,1,"Monthly","No","WorkPrivate","03185","No",40,0,"M","",22,0,14,1124,60,"Gasoline","PEUGEOT","106",15,14,165,"Tourism",9772,835
"11162",2189.22,0.5,"Maxi",29,1,"Monthly","No","Professional","35206","No",58,0,"M","",39,0,7,2387,176,"Diesel","ALFA ROMEO","ALFA 156",8,6,225,"Tourism",31800,1385
"11163",535.87,0.5,"Maxi",4,1,"Yearly","No","Retired","07292","No",71,0,"M","",52,0,1,1991,109,"Diesel","MERCEDES BENZ","A180",2,1,186,"Tourism",25550,1345
"11164",1072.2,0.5,"Maxi",17,5,"Monthly","No","WorkPrivate","37204","Yes",64,42,"F","F",33,16,13,1761,90,"Gasoline","CITROEN","XANTIA",14,13,180,"Tourism",15398,1220
"11165",802.39,0.5,"Maxi",26,2,"Biannual","No","WorkPrivate","34032","Yes",51,57,"F","M",30,39,2,1560,90,"Diesel","CITROEN","C4",3,3,180,"Tourism",21550,1257
"11166",-314.61,0.5,"Maxi",22,1,"Biannual","No","WorkPrivate","67437","No",47,0,"F","",28,0,9,1461,66,"Diesel","RENAULT","CLIO",10,8,163,"Tourism",13050,960
"11167",2323.95,0.5,"Median2",14,4,"Biannual","No","WorkPrivate","51454","Yes",47,50,"M","F",29,32,10,1998,109,"Diesel","PEUGEOT","406",13,8,191,"Tourism",22700,1415
"11168",-277.59,0.5,"Maxi",12,1,"Biannual","No","WorkPrivate","64519","Yes",39,37,"M","F",19,19,5,998,68,"Gasoline","TOYOTA","AYGO",6,1,157,"Tourism",10300,790
"11169",-687.65,0.5,"Maxi",4,2,"Monthly","No","Professional","73008","No",37,0,"F","",17,0,10,1596,104,"Gasoline","FORD","PUMA",11,9,190,"Tourism",15500,1034
"11170",106.14,0.5,"Maxi",6,1,"Yearly","No","Retired","60508","Yes",63,60,"M","F",45,40,9,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"11171",4695.41,0.5,"Maxi",12,1,"Biannual","No","WorkPrivate","64024","Yes",60,32,"M","M",34,13,6,2172,125,"Diesel","OPEL","ZAFIRA",9,7,187,"Tourism",23930,1300
"11172",713.4,0.5,"Maxi",7,3,"Biannual","No","Retired","88047","No",72,0,"M","",51,0,13,4164,204,"Diesel","TOYOTA","LAND CRUISER",13,4,170,"Tourism",67500,2500
"11173",549.39,0.5,"Median2",14,2,"Biannual","No","WorkPrivate","87085","No",60,0,"M","",22,0,15,2874,130,"Diesel","MERCEDES BENZ","E290",15,13,195,"Tourism",40095,1575
"11174",1236,0.72,"Maxi",5,5,"Yearly","No","WorkPrivate","63032","No",30,0,"M","",12,0,13,1390,60,"Gasoline","VOLKSWAGEN","POLO",13,12,160,"Tourism",10245,910
"11175",354.65,0.6,"Maxi",5,1,"Yearly","No","WorkPrivate","44162","Yes",36,35,"F","M",11,10,9,1390,98,"Gasoline","RENAULT","MEGANE",9,7,183,"Tourism",15750,1165
"11176",1553.71,0.5,"Maxi",28,2,"Biannual","No","Retired","33090","No",64,0,"M","",45,0,8,1870,101,"Diesel","RENAULT","LAGUNA",10,7,185,"Tourism",23300,1315
"11177",130.02,0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","35136","Yes",39,49,"F","M",15,14,10,1896,68,"Diesel","SEAT","CORDOBA",12,11,161,"Tourism",12805,1109
"11178",135.15,0.5,"Median2",25,3,"Monthly","No","WorkPrivate","85235","No",47,0,"F","",29,0,16,1171,60,"Gasoline","RENAULT","CLIO",19,15,155,"Tourism",11831,820
"11179",719.18,0.68,"Maxi",1,1,"Yearly","No","WorkPrivate","78335","No",31,0,"M","",13,0,11,1896,90,"Diesel","VOLKSWAGEN","GOLF",14,11,180,"Tourism",18508,1260
"11180",1000.17,0.5,"Maxi",9,1,"Yearly","Yes","Retired","93046","No",64,0,"M","",46,0,1,998,68,"Gasoline","CITROEN","C1",3,1,157,"Tourism",10650,805
"11181",3735.79,0.5,"Maxi",16,1,"Monthly","No","WorkPrivate","17300","Yes",41,35,"M","F",22,2,6,1997,90,"Diesel","PEUGEOT","206",9,8,180,"Tourism",18000,1010
"11182",169.6,0.68,"Median2",2,1,"Yearly","No","WorkPrivate","79279","No",29,0,"M","",10,0,10,1686,75,"Diesel","OPEL","CORSA",11,10,170,"Tourism",13492,1065
"11183",280.85,0.5,"Maxi",19,2,"Biannual","No","Professional","17300","No",58,0,"F","",34,0,2,2464,101,"Diesel","RENAULT","MASTER",4,1,140,"Commercial",30498,1887
"11184",257.8,0.85,"Maxi",3,1,"Monthly","No","WorkPrivate","02691","No",31,0,"F","",12,0,4,1398,68,"Diesel","PEUGEOT","207",5,1,166,"Tourism",14600,1176
"11185",217.96,0.5,"Maxi",3,1,"Yearly","No","WorkPrivate","51250","No",43,0,"M","",25,0,10,1783,117,"Gasoline","RENAULT","LAGUNA",11,7,203,"Tourism",22050,1280
"11186",826.11,0.5,"Maxi",8,4,"Monthly","No","Retired","29158","No",67,0,"F","",47,0,4,1398,68,"Diesel","PEUGEOT","207",5,4,166,"Tourism",16500,1186
"11187",113.14,0.5,"Maxi",5,1,"Yearly","No","Professional","76451","No",48,0,"M","",30,0,2,2143,204,"Diesel","MERCEDES BENZ","C250",2,2,246,"Tourism",45900,1570
"11188",769.8,0.5,"Maxi",4,3,"Yearly","No","WorkPrivate","51144","No",38,0,"F","",19,0,3,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
"11189",-462.63,0.5,"Maxi",20,2,"Monthly","No","WorkPrivate","50502","Yes",52,28,"F","F",33,10,7,1598,113,"Gasoline","RENAULT","SCENIC",8,6,185,"Tourism",20800,1320
"11190",-774.32,0.5,"Maxi",14,1,"Biannual","No","WorkPrivate","43157","No",37,0,"F","",18,0,6,1461,106,"Diesel","RENAULT","MEGANE",6,5,185,"Tourism",21500,1205
"11191",2453.28,0.5,"Maxi",2,2,"Quarterly","No","Retired","22360","No",86,0,"M","",55,0,7,1997,90,"Diesel","PEUGEOT","206",12,6,180,"Tourism",16200,1010
"11192",472.66,0.5,"Maxi",9,3,"Yearly","No","WorkPrivate","88156","Yes",64,60,"M","F",41,41,3,1398,68,"Diesel","FORD","FIESTA",9,3,164,"Tourism",15800,1070
"11193",805.84,0.5,"Maxi",12,1,"Monthly","No","WorkPrivate","67482","No",55,0,"M","",36,0,3,1560,109,"Diesel","CITROEN","C4",5,3,192,"Tourism",21900,1269
"11194",135.49,0.54,"Maxi",8,3,"Yearly","No","Professional","75111","No",49,0,"M","",25,0,3,1686,125,"Diesel","OPEL","ZAFIRA",4,1,189,"Tourism",26350,1525
"11195",3154.12,0.5,"Median2",16,1,"Yearly","No","Retired","83137","No",78,0,"M","",59,0,6,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",11300,845
"11196",1010.41,0.63,"Mini",8,2,"Biannual","No","Professional","13001","Yes",52,48,"M","F",31,23,9,2188,90,"Diesel","RENAULT","MASTER",11,8,137,"Commercial",25594,0
"11197",1236,0.5,"Maxi",30,2,"Yearly","No","Retired","69290","No",80,0,"M","",54,0,9,1360,75,"Gasoline","CITROEN","XSARA",11,9,172,"Tourism",15350,1095
"11198",106.14,0.5,"Maxi",25,1,"Yearly","No","WorkPrivate","26037","Yes",55,58,"F","M",37,40,1,1198,60,"Gasoline","SKODA","FABIA",4,1,155,"Tourism",11100,1015
"11199",-579.17,0.5,"Median2",20,6,"Monthly","No","WorkPrivate","57227","No",60,0,"M","",41,0,11,1753,90,"Diesel","FORD","MONDEO",13,11,180,"Tourism",18508,1295
"11200",550.13,0.85,"Median1",5,1,"Yearly","No","WorkPrivate","28085","Yes",56,18,"M","M",26,111,6,1870,120,"Diesel","RENAULT","SCENIC",7,6,188,"Tourism",25450,1530
"11201",1467.01,0.5,"Median2",5,2,"Quarterly","No","Professional","82033","Yes",52,34,"M","M",28,15,5,2151,109,"Diesel","MERCEDES BENZ","SPRINTER",11,5,142,"Commercial",30080,0
"11202",903.2,0.5,"Maxi",4,4,"Yearly","No","Retired","62907","Yes",85,82,"M","F",51,31,4,1598,112,"Gasoline","RENAULT","MODUS",7,5,184,"Tourism",17250,1205
"11203",2643.21,0.5,"Maxi",26,4,"Quarterly","No","WorkPrivate","29056","Yes",56,26,"M","M",37,7,5,1870,111,"Diesel","RENAULT","LAGUNA",6,5,194,"Tourism",25200,1350
"11204",84.42,0.5,"Maxi",25,5,"Biannual","No","Retired","74314","No",67,0,"M","",45,0,11,2172,125,"Diesel","OPEL","VECTRA",11,10,207,"Tourism",22700,1390
"11205",451.12,0.5,"Median2",25,1,"Biannual","No","WorkPrivate","77338","No",58,0,"M","",30,0,11,1868,70,"Diesel","PEUGEOT","PARTNER",13,9,142,"Tourism",13560,1185
"11206",293.02,0.5,"Maxi",3,3,"Yearly","No","WorkPrivate","92060","Yes",44,48,"M","F",23,30,7,1997,109,"Diesel","PEUGEOT","307",9,7,183,"Tourism",22250,1260
"11207",2683.76,0.5,"Maxi",6,1,"Biannual","No","WorkPrivate","2A127","Yes",53,54,"M","F",35,35,1,1598,134,"Gasoline","RENAULT","TWINGO",3,1,201,"Tourism",16000,1049
"11208",1010.41,0.5,"Median1",5,1,"Biannual","No","Retired","34172","No",72,0,"M","",54,0,5,1461,66,"Diesel","RENAULT","KANGOO",6,5,146,"Commercial",17282,1120
"11209",213.11,0.5,"Maxi",3,1,"Yearly","Yes","Retired","43236","Yes",79,85,"F","M",52,57,1,1398,68,"Diesel","PEUGEOT","206",2,2,169,"Tourism",13750,980
"11210",105.73,0.5,"Median1",5,1,"Biannual","No","WorkPrivate","69004","No",50,0,"M","",32,0,11,1870,55,"Diesel","RENAULT","KANGOO",14,10,135,"Commercial",12764,1055
"11211",1318.89,0.5,"Maxi",29,2,"Yearly","No","Retired","29232","No",76,0,"F","",54,0,2,998,70,"Gasoline","TOYOTA","YARIS",6,2,155,"Tourism",11950,980
"11212",1236,0.5,"Maxi",6,2,"Yearly","No","Retired","93014","Yes",71,36,"M","F",38,16,11,1587,109,"Gasoline","PEUGEOT","206",11,8,197,"Tourism",16500,950
"11213",107.47,0.5,"Maxi",4,4,"Yearly","No","WorkPrivate","92026","No",46,0,"M","",26,0,4,1984,265,"Gasoline","AUDI","S3",5,1,250,"Tourism",42150,1455
"11214",-160.49,0.5,"Maxi",16,2,"Yearly","No","WorkPrivate","33487","No",55,0,"M","",37,0,2,1560,109,"Diesel","PEUGEOT","407",2,1,192,"Tourism",24350,1430
"11215",1236,0.5,"Median2",30,2,"Yearly","No","Retired","45234","Yes",73,37,"F","F",51,19,13,954,51,"Gasoline","PEUGEOT","106",15,13,150,"Tourism",9590,815
"11216",56.19,0.95,"Median2",2,2,"Yearly","No","WorkPrivate","37172","No",21,0,"F","",2,0,14,954,51,"Gasoline","CITROEN","SAXO",15,13,149,"Tourism",8980,805
